City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,9.76,9.76,9.76,few clouds,87,0.27,2025-03-03 08:24:47
Catania,13.72,12.07,14.71,scattered clouds,77,7.72,2025-03-03 08:24:47
Cagliari,8.95,7.88,12.15,clear sky,89,2.57,2025-03-03 08:24:47
Sassari,8.88,8.88,8.88,few clouds,88,2.35,2025-03-03 08:24:47
Bari,11.04,10.75,11.7,few clouds,57,6.71,2025-03-03 08:24:47
Lecce,9.94,9.94,10.48,few clouds,76,3.09,2025-03-03 08:24:47
Naples,10.53,10.34,12.08,clear sky,60,4.12,2025-03-03 08:24:47
Rome,6.58,6.06,10.61,clear sky,74,3.6,2025-03-03 08:24:47
Milan,5.73,3.58,6.12,light rain,88,0.66,2025-03-03 08:24:47
Bologna,6.43,3.47,6.69,clear sky,80,1.7,2025-03-03 08:24:47
Florence,8.09,6.72,8.72,clear sky,49,2.57,2025-03-03 08:24:47
Genova,4.95,3.68,6.76,clear sky,59,3.09,2025-03-03 08:24:47
Turin,-1.13,-1.6,1.72,overcast clouds,77,3.59,2025-03-03 08:24:47
Palermo,10.87,10.87,10.87,few clouds,88,0.27,2025-03-03 08:30:05
Catania,13.44,12.07,14.15,scattered clouds,78,7.72,2025-03-03 08:30:05
Cagliari,8.95,7.88,12.15,clear sky,88,2.57,2025-03-03 08:30:05
Sassari,8.88,8.88,8.88,scattered clouds,78,2.36,2025-03-03 08:30:05
Bari,11.04,10.75,11.7,few clouds,57,6.71,2025-03-03 08:30:05
Lecce,9.94,9.94,10.48,few clouds,76,3.09,2025-03-03 08:30:05
Naples,10.53,10.34,12.08,clear sky,60,4.12,2025-03-03 08:30:05
Rome,6.73,6.06,10.3,clear sky,72,3.6,2025-03-03 08:30:05
Milan,5.55,3.58,6.12,light rain,88,0.66,2025-03-03 08:30:05
Bologna,6.67,3.47,6.7,clear sky,79,1.34,2025-03-03 08:30:05
Florence,8.11,7.28,9.27,clear sky,49,2.57,2025-03-03 08:30:05
Genova,4.8,3.68,5.79,clear sky,59,3.09,2025-03-03 08:30:05
Turin,-0.03,-1.12,1.72,overcast clouds,74,3.59,2025-03-03 08:30:05
Palermo,11.99,11.99,11.99,few clouds,86,1.12,2025-03-03 08:45:09
Catania,13.61,12.07,14.88,scattered clouds,76,7.72,2025-03-03 08:45:09
Cagliari,9.88,9.88,12.15,clear sky,87,2.06,2025-03-03 08:45:09
Sassari,9.88,9.88,9.88,scattered clouds,78,2.36,2025-03-03 08:45:09
Bari,11.04,10.75,11.7,few clouds,58,6.71,2025-03-03 08:45:09
Lecce,9.94,9.94,11.03,few clouds,76,3.09,2025-03-03 08:45:09
Naples,11.27,11.18,12.08,clear sky,56,5.14,2025-03-03 08:45:09
Rome,6.92,6.4,10.05,clear sky,73,4.12,2025-03-03 08:45:09
Milan,6.11,5.25,6.68,light rain,88,0.0,2025-03-03 08:45:09
Bologna,8.28,3.85,8.91,clear sky,74,2.57,2025-03-03 08:45:09
Florence,9.68,8.63,10.69,clear sky,47,2.06,2025-03-03 08:45:09
Genova,6.6,4.65,8.2,clear sky,57,5.36,2025-03-03 08:45:09
Turin,1.62,0.45,2.83,overcast clouds,66,1.63,2025-03-03 08:45:09
Palermo,12.54,12.54,12.54,few clouds,82,1.12,2025-03-03 09:00:04
Catania,14.37,12.15,14.88,scattered clouds,73,7.72,2025-03-03 09:00:04
Cagliari,9.88,9.88,12.71,clear sky,87,2.06,2025-03-03 09:00:04
Sassari,9.88,9.88,9.88,scattered clouds,78,2.36,2025-03-03 09:00:04
Bari,11.34,11.04,11.77,few clouds,58,6.26,2025-03-03 09:00:04
Lecce,9.94,9.94,11.59,few clouds,76,3.09,2025-03-03 09:00:04
Naples,11.45,11.18,13.66,clear sky,56,5.14,2025-03-03 09:00:04
Rome,7.74,6.63,11.9,clear sky,74,4.12,2025-03-03 09:00:04
Milan,6.92,5.82,7.86,light rain,88,0.0,2025-03-03 09:00:04
Bologna,7.77,4.58,8.92,clear sky,75,1.34,2025-03-03 09:00:04
Florence,9.89,8.63,10.96,clear sky,47,2.68,2025-03-03 09:00:04
Genova,6.89,6.34,7.27,clear sky,57,4.47,2025-03-03 09:00:04
Turin,2.46,0.37,3.38,overcast clouds,62,1.63,2025-03-03 09:00:04
Palermo,12.54,12.54,12.54,few clouds,82,1.12,2025-03-03 09:15:03
Catania,13.66,12.15,14.62,scattered clouds,75,7.2,2025-03-03 09:15:03
Cagliari,12.57,10.88,14.95,clear sky,71,2.06,2025-03-03 09:15:03
Sassari,11.88,11.88,11.88,scattered clouds,78,2.36,2025-03-03 09:15:03
Bari,11.45,11.04,12.19,few clouds,57,6.26,2025-03-03 09:15:03
Lecce,11.59,11.59,11.59,few clouds,66,7.25,2025-03-03 09:15:03
Naples,11.59,11.34,12.64,clear sky,55,4.63,2025-03-03 09:15:03
Rome,9.86,8.47,11.41,clear sky,65,1.01,2025-03-03 09:15:03
Milan,7.81,5.64,8.54,light rain,85,0.51,2025-03-03 09:15:03
Bologna,8.46,5.85,10.03,clear sky,68,2.06,2025-03-03 09:15:03
Florence,10.59,9.19,11.52,clear sky,47,2.57,2025-03-03 09:15:03
Genova,7.08,6.76,8.2,clear sky,57,4.92,2025-03-03 09:15:03
Turin,3.33,1.02,3.96,overcast clouds,59,1.63,2025-03-03 09:15:03
Palermo,13.1,13.1,13.1,few clouds,81,1.12,2025-03-03 09:30:03
Catania,14.17,12.63,15.26,scattered clouds,73,7.2,2025-03-03 09:30:03
Cagliari,13.02,10.05,14.95,clear sky,71,2.06,2025-03-03 09:30:03
Sassari,11.88,11.88,11.88,few clouds,69,2.48,2025-03-03 09:30:03
Bari,11.46,11.04,12.19,few clouds,57,6.26,2025-03-03 09:30:03
Lecce,11.94,11.94,12.14,few clouds,58,7.2,2025-03-03 09:30:03
Naples,11.74,10.9,12.64,clear sky,54,4.63,2025-03-03 09:30:03
Rome,8.54,7.4,12.06,clear sky,71,3.09,2025-03-03 09:30:03
Milan,8.63,6.75,10.01,light rain,78,0.51,2025-03-03 09:30:03
Bologna,8.77,5.85,8.91,clear sky,64,2.06,2025-03-03 09:30:03
Florence,10.63,9.5,11.24,clear sky,46,2.57,2025-03-03 09:30:03
Genova,7.02,6.47,7.37,clear sky,60,3.08,2025-03-03 09:30:03
Turin,4.62,2.13,5.62,clear sky,60,1.03,2025-03-03 09:30:03
Palermo,13.1,13.1,13.1,clear sky,79,2.05,2025-03-03 09:45:04
Catania,14.09,12.63,14.88,scattered clouds,72,7.2,2025-03-03 09:45:04
Cagliari,13.61,11.88,16.06,clear sky,70,2.06,2025-03-03 09:45:04
Sassari,12.88,12.88,12.88,few clouds,69,2.48,2025-03-03 09:45:04
Bari,11.59,11.04,12.25,few clouds,57,6.26,2025-03-03 09:45:04
Lecce,11.94,11.94,12.14,few clouds,58,7.2,2025-03-03 09:45:04
Naples,12.33,12.29,13.66,clear sky,52,4.12,2025-03-03 09:45:04
Rome,9.44,8.85,12.62,clear sky,69,3.6,2025-03-03 09:45:04
Milan,9.1,7.82,10.2,light rain,79,1.03,2025-03-03 09:45:04
Bologna,9.16,6.85,10.59,clear sky,64,1.54,2025-03-03 09:45:04
Florence,11.44,10.3,12.07,clear sky,44,3.09,2025-03-03 09:45:04
Genova,7.93,6.31,9.12,clear sky,54,4.02,2025-03-03 09:45:04
Turin,5.42,3.15,5.96,overcast clouds,56,0.38,2025-03-03 09:45:04
Palermo,13.1,13.1,13.1,clear sky,76,2.05,2025-03-03 10:00:04
Catania,14.38,13.18,15.26,scattered clouds,71,7.2,2025-03-03 10:00:04
Cagliari,13.61,11.88,16.06,clear sky,70,2.06,2025-03-03 10:00:04
Sassari,12.88,12.88,12.88,few clouds,69,2.48,2025-03-03 10:00:04
Bari,11.59,11.04,12.25,few clouds,56,5.36,2025-03-03 10:00:04
Lecce,11.94,11.94,12.14,few clouds,58,7.2,2025-03-03 10:00:04
Naples,12.47,12.34,12.84,clear sky,51,4.12,2025-03-03 10:00:04
Rome,9.51,8.85,12.52,clear sky,69,3.6,2025-03-03 10:00:04
Milan,9.4,7.82,10.54,light rain,79,1.03,2025-03-03 10:00:04
Bologna,9.06,6.85,10.36,clear sky,62,1.54,2025-03-03 10:00:04
Florence,11.6,10.05,12.63,clear sky,43,3.09,2025-03-03 10:00:04
Genova,8.09,6.31,9.47,clear sky,47,5.36,2025-03-03 10:00:04
Turin,6.6,3.7,7.62,overcast clouds,53,0.38,2025-03-03 10:00:04
